P_ctrl_W,T_through,T_drop,R_reflect,phase_through,phase_drop,logic_out
0.0,1.0,0.017191785289206167,0.017482326460593754,0.0,1.5707963267948966,1
0.0005,1.0,0.016998860722542808,0.017286141468753777,0.001765742986790699,1.6769289525674411,1
0.001,1.0,0.016445220652920728,0.016723144881955077,0.0034183036639770905,1.7807230632938589,1
0.002,1.0,0.014549726226031293,0.014795616599251223,0.006059767538998235,1.9736251500078386,1
